"Count";"NC_Id";"Species";"Domain";"Realm";"Phylum";"Subphylum";"Class";"Order";"Suborder";"Family";"Subfamily";"Genus"
180;"NC_028743.1";"Mannheimia phage vB_MhS_587AP2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
181;"NC_028745.1";"Pseudomonas phage DL60";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
182;"NC_028746.1";"Paenibacillus phage Harrison";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Harrisonvirus"
183;"NC_028754.1";"Salmonella phage Shivani";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Tequintavirus"
184;"NC_028748.2";"Bacillus phage vB_BtS_BMBtp3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
185;"NC_028749.1";"Brevibacillus phage Sundance";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
186;"NC_028882.1";"Pseudomonas phage vB_PaeM_PS24";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Nankokuvirus"
187;"NC_028939.1";"Pseudomonas phage vB_Pae_PS44";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
188;"NC_028944.1";"Bacillus phage Eyuki";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Herelleviridae";"Bastillevirinae";"Wphvirus"
189;"NC_028892.1";"Streptomyces phage Caliburn";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Arquatrovirinae";"Likavirus"
190;"NC_028774.1";"Klebsiella phage Sushi";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Webervirus"
191;"NC_028782.1";"Bacillus phage Pavlov";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
192;"NC_028827.1";"Streptomyces phage Lannister";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Arquatrovirinae";"Likavirus"
193;"NC_028976.1";"Streptomyces phage Izzy";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Arquatrovirinae";"Likavirus"
194;"NC_028904.1";"Streptomyces phage Amela";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Arquatrovirinae";NA
195;"NC_028954.1";"Rhodobacter phage RcRhea";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Cronusvirus"
196;"NC_028943.1";"Escherichia phage pro483";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
197;"NC_028896.1";"Escherichia phage pro147";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
198;"NC_029015.2";"Salmonella phage SEN4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
199;"NC_029003.2";"Salmonella phage SEN1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
200;"NC_028760.1";"Klebsiella phage KLPN1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Webervirus"
201;"NC_028945.1";"Sinorhizobium phage phiN3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Emdodecavirus"
202;"NC_029030.1";"Streptococcus phage APCM01";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Moineauvirus"
203;"NC_028763.1";"Polaribacter phage P12002S";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
204;"NC_028924.1";"Polaribacter phage P12002L";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
205;"NC_028848.1";"Acinetobacter phage Fri1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Friunavirus"
206;"NC_028966.1";"Tsukamurella phage TIN3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Tinduovirus"
207;"NC_028865.1";"Tsukamurella phage TIN2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Tinduovirus"
208;"NC_028837.1";"Paenibacillus phage Xenia";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Sitaravirus"
209;"NC_028767.1";"Paenibacillus phage Vegas";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Vegasvirus"
210;"NC_028851.1";"Paenibacillus phage Fern";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Sitaravirus"
211;"NC_028762.1";"Proteus phage vB_PmiM_Pm5461";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";NA
212;"NC_028916.1";"Proteus phage vB_PmiP_Pm5460";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Zindervirus"
213;"NC_028825.1";"Escherichia phage vB_EcoM_AYO145A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Ounavirinae";"Felixounavirus"
214;"NC_028818.1";"Streptomyces phage TP1604";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Woodruffvirus"
215;"NC_028974.1";"Streptomyces phage YDN12";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Woodruffvirus"
216;"NC_028855.1";"Acinetobacter phage YMC11/12/R2315";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
217;"NC_028972.1";"Gordonia phage Gmala1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Gordtnkvirus"
218;"NC_029025.1";"Staphylococcus phage IME-SA4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
219;"NC_028870.1";"Klebsiella phage vB_KpnP_SU552A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Drulisvirus"
220;"NC_028816.1";"Klebsiella phage vB_KpnP_SU503";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Drulisvirus"
221;"NC_028999.1";"Pseudomonas phage PhiPA3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Phikzvirus"
222;"NC_013152.1";"Lactococcus phage CB14";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Skunavirus"
223;"NC_028970.1";"Avisivirus Pf-CHK1/AsV";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;NA
224;"NC_028964.1";"Gallivirus Pf-CHK1/GV";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;"Gallivirus"
225;"NC_028990.1";"Enterococcus phage vB_EfaS_IME196";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Efquatrovirus"
226;"NC_029016.1";"Enterococcus phage vB_EfaS_IME198";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Saphexavirus"
227;"NC_029011.1";"Sulfolobus monocaudavirus SMV4";"Viruses";NA;NA;NA;NA;NA;NA;"Bicaudaviridae";NA;NA
228;"NC_028780.1";"Escherichia phage slur07";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Tequatrovirus"
229;"NC_028901.1";"Escherichia phage slur05";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Dhillonvirus"
230;"NC_028927.1";"Escherichia phage slur02";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Tequatrovirus"
231;"NC_028831.1";"Escherichia phage slur01";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Seuratvirus"
232;"NC_028935.2";"Escherichia phage SUSP2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Ounavirinae";"Suspvirus"
233;"NC_028808.2";"Escherichia phage SUSP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Ounavirinae";"Suspvirus"
234;"NC_028994.1";"Gokushovirinae GNX3R";"Viruses";NA;NA;NA;NA;NA;NA;"Microviridae";"Gokushovirinae";NA
235;"NC_028993.1";"Gokushovirinae GAIR4";"Viruses";NA;NA;NA;NA;NA;NA;"Microviridae";"Gokushovirinae";NA
236;"NC_028850.1";"Yersinia phage vB_YenP_ISAO8";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
237;"NC_028862.1";"Staphylococcus phage vB_SauS_phi2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Triavirus"
238;"NC_029013.1";"Citrobacter phage IME-CF2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";NA
239;"NC_028977.1";"Klebsiella phage vB_KpnP_KpV289";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Przondovirus"
240;"NC_029019.1";"Stenotrophomonas phage vB_SmaS-DLP_2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Septimatrevirus"
241;"NC_029014.1";"Parabacteroides phage YZ-2015b";"Viruses";NA;NA;NA;NA;NA;NA;"Microviridae";NA;NA
242;"NC_029012.1";"Parabacteroides phage YZ-2015a";"Viruses";NA;NA;NA;NA;NA;NA;"Microviridae";NA;NA
243;"NC_028800.1";"Klebsiella phage K5";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Przondovirus"
244;"NC_028971.1";"Pseudomonas phage DL68";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
245;"NC_028885.1";"Pseudomonas phage DL64";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Litunavirus"
246;"NC_028836.1";"Pseudomonas phage DL62";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Phikmvvirus"
247;"NC_028919.1";"Pseudomonas phage DL54";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Bruynoghevirus"
248;"NC_028795.1";"Enterobacter phage E-3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
249;"NC_028915.1";"Staphylococcus phage B236";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phietavirus"
250;"NC_028859.1";"Staphylococcus phage B166";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phietavirus"
251;"NC_028829.1";"Vibrio phage ValKK3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Schizotequatrovirus"
252;"NC_028997.1";"Enterobacteria phage JenP2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Nonagvirus"
253;"NC_029028.1";"Enterobacteria phage JenP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Nonagvirus"
254;"NC_029021.1";"Enterobacteria phage JenK1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Nonagvirus"
255;"NC_028984.1";"Streptococcus phage M102AD";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Moineauvirus"
256;"NC_029020.1";"Sulfolobus monocaudavirus SMV2";"Viruses";NA;NA;NA;NA;NA;NA;"Bicaudaviridae";NA;NA
257;"NC_028955.1";"Prochlorococcus phage P-TIM68";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
258;"NC_028996.1";"Clostridium phage phiCDHM19";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Lubbockvirus"
259;"NC_028775.1";"Staphylococcus phage 23MRA";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Biseptimavirus"
260;"NC_028917.1";"Staphylococcus phage 3MRA";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phietavirus"
261;"NC_028824.1";"BtRf-AlphaCoV/YN2012";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Alphacoronavirus"
262;"NC_028814.1";"BtRf-AlphaCoV/HuB2013";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Alphacoronavirus"
263;"NC_028833.1";"BtNv-AlphaCoV/SC2013";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Alphacoronavirus"
264;"NC_028811.1";"BtMr-AlphaCoV/SAX2011";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Alphacoronavirus"
265;"NC_028985.1";"Okra leaf curl Oman virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
266;"NC_029000.1";"Stenotrophomonas phage IME13";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Tulanevirus"
267;"NC_029031.1";"Synechococcus phage S-CBP42";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
268;"NC_028911.1";"Lactobacillus phage iLp1308";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
269;"NC_028783.1";"Lactobacillus phage iLp84";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
270;"NC_028830.1";"Lactobacillus phage iA2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
271;"NC_028835.1";"Lactobacillus phage CL2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
272;"NC_028888.1";"Lactobacillus phage CL1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
273;"NC_028821.1";"Staphylococcus phage StB20-like";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
274;"NC_028980.1";"Pseudomonas phage PAE1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Yuavirus"
275;"NC_028826.1";"Enterococcus phage IME-EFm5";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
276;"NC_028817.1";"Pseudomonas phage K8";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pakpunavirus"
277;"NC_028869.1";"Mycobacterium phage HyRo";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
278;"NC_028969.1";"Brevibacillus phage Osiris";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
279;"NC_028805.1";"Brevibacillus phage Jenst";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Jenstvirus"
280;"NC_028952.1";"Streptomyces phage SF3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
281;"NC_028807.1";"Streptomyces phage SF1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
282;"NC_028786.1";"Klebsiella phage 1513";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Webervirus"
283;"NC_028903.1";"Escherichia phage 172-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Kuravirus"
284;"NC_028926.1";"Bacillus phage Palmer";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Pagevirus"
285;"NC_028929.1";"Listeria phage vB_LmoS_293";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
286;"NC_028871.1";"Listeria phage vB_LmoS_188";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
287;"NC_028841.1";"Bacteriophage Lily";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Lilyvirus"
288;"NC_028758.1";"Paenibacillus phage HB10c2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Sitaravirus"
289;"NC_028834.1";"Achromobacter phage 83-24";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Steinhofvirus"
290;"NC_028768.1";"Achromobacter phage JWX";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Steinhofvirus"
291;"NC_028895.1";"Vibrio phage phi 3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Jesfedecavirus"
292;"NC_028799.1";"Vibrio phage phi 1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
293;"NC_028933.1";"Pseudomonas phage PhiCHU";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Bruynoghevirus"
294;"NC_028820.1";"Yersinia phage vB_YenM_TG1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Tegunavirus"
295;"NC_029010.1";"Staphylococcus phage SA97";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phietavirus"
296;"NC_028940.1";"Pectobacterium bacteriophage PM2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";NA
297;"NC_028872.1";"Escherichia phage HY02";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Ounavirinae";"Felixounavirus"
298;"NC_029002.1";"Microcystis phage MaMV-DC";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
299;"NC_029023.1";"Escherichia phage JH2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Ounavirinae";"Felixounavirus"
300;"NC_028773.1";"Cronobacter phage S13";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";NA
301;"NC_029029.1";"Brevibacillus phage Abouo";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Abouovirus"
302;"NC_028995.1";"Acinetobacter phage phiAC-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
303;"NC_028809.1";"Pseudomonas phage PaMx74";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pamexvirus"
304;"NC_028879.1";"Pseudomonas phage PaMx42";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Septimatrevirus"
305;"NC_028931.1";"Pseudomonas phage PaMx28";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pamexvirus"
306;"NC_028770.1";"Pseudomonas phage PaMx11";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Abidjanvirus"
307;"NC_028986.1";"Mycobacterium phage Alice";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
308;"NC_028766.1";"Mannheimia phage vB_MhM_3927AP2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
309;"NC_028956.1";"Mannheimia phage vB_MhS_1152AP2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
310;"NC_028898.1";"Mannheimia phage vB_MhM_587AP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
311;"NC_028853.1";"Mannheimia phage vB_MhS_535AP2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
312;"NC_028812.1";"Proteus phage pPM_01";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Chivirus"
313;"NC_029042.1";"Salmonella phage 38";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Ackermannviridae";"Cvivirinae";"Kuttervirus"
314;"NC_029045.1";"Salmonella phage 37";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Chivirus"
315;"NC_029044.1";"Mycobacterium phage Breeniome";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
316;"NC_029047.1";"Verrucomicrobia phage P8625";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
317;"NC_029046.1";"Sinorhizobium phage phiLM21";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
318;"NC_029050.1";"Salmonella phage 21";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
319;"NC_029109.1";"Ctenophore-associated circular virus 2";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
320;"NC_029108.1";"Ctenophore-associated circular virus 1";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
321;"NC_029099.1";"Klebsiella phage KP36";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Webervirus"
322;"NC_029057.1";"Vibrio phage qdvp001";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
323;"NC_029103.1";"Sulfolobus monocaudavirus SMV3";"Viruses";NA;NA;NA;NA;NA;NA;"Bicaudaviridae";NA;NA
324;"NC_029118.1";"Lactococcus phage GE1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
325;"NC_029078.1";"Erysipelothrix phage SE-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
326;"NC_029100.1";"Pseudoalteromonas phage Pq0";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
327;"NC_029094.1";"Pseudoalteromonas phage H101";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
328;"NC_029081.1";"Pectobacterium phage Peat1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Phimunavirus"
329;"NC_029102.1";"Enterobacter phage E-2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
330;"NC_029120.1";"Shigella phage 75/02 Stx";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Sepvirinae";"Diegovirus"
331;"NC_029115.1";"Ctenophore-associated circular genome 4";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
332;"NC_029114.1";"Ctenophore-associated circular genome 3";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
333;"NC_029112.1";"Ctenophore-associated circular genome 1";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
334;"NC_029111.1";"Ctenophore-associated circular virus 4";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
335;"NC_029110.1";"Ctenophore-associated circular virus 3";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
336;"NC_029119.1";"Staphylococcus phage SPbeta-like";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
337;"NC_029097.1";"Rhodobacter phage RcTitan";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
338;"NC_029071.1";"Salmonella phage 36";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Tlsvirus"
339;"NC_029072.1";"Salmonella phage 19";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
340;"NC_029061.1";"Rhodoferax phage P26218";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
341;"NC_029101.1";"Pseudomonas phage YH30";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Litunavirus"
342;"NC_029074.1";"Gordonia phage GordTnk2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Gordtnkvirus"
343;"NC_029060.1";"Gordonia phage GordDuk1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
344;"NC_029075.1";"Achromobacter phage JWF";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
345;"NC_029073.1";"Geobacillus virus E3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
346;"NC_029058.1";"Lactobacillus phage LfeInf";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Herelleviridae";NA;NA
347;"NC_029068.1";"Lactobacillus phage LfeSau";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
348;"NC_029098.1";"Streptomyces phage Jay2Jay";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Samistivirus"
349;"NC_029104.1";"Brevibacillus phage Jimmer1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
350;"NC_029301.1";"Currant virus A";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Trivirinae";"Capillovirus"
351;"NC_029306.1";"Marine RNA virus PAL128";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Marnaviridae";NA;"Salisharnavirus"
352;"NC_029307.1";"Marine RNA virus PAL156";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;NA;NA;NA
353;"NC_029308.1";"Marine RNA virus PAL438";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
354;"NC_029310.1";"Marine RNA virus PAL_E4";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
355;"NC_029309.1";"Marine RNA virus PAL473";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Marnaviridae";NA;"Salisharnavirus"
356;"NC_033777.1";"Clematis chlorotic mottle virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Tombusviridae";"Procedovirinae";"Pelarspovirus"
357;"NC_033740.1";"Eidolon helvum papillomavirus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Psipapillomavirus"
358;"NC_033745.1";"Eidolon helvum papillomavirus 3";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";NA
359;"NC_018102.1";"MW polyomavirus";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Deltapolyomavirus"
360;"NC_018151.1";"Citrus chlorotic dwarf associated virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;NA
361;"NC_018176.1";"Arracacha mottle virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
362;"NC_034017.1";"Xishuangbanna aedes flavivirus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Flaviviridae";NA;NA
